,Screen_name,Text,Location,Sentiment,Latitude,Longitude
6501,flabassini,"(+) @CNBC A great personal day! 💪 So, let's continue the fight! The corrupt and fraudulent system continues. 👊💥 Have you ever thought that the person responsible for the new record of 100,000 new cases of covid-19 is J. Biden? Is your greed for the presidency already worth that price?",São Paulo - Brazil ,+,-23.5506507,-46.6333824
6502,OfficialOZFM,(+) Hugh: Province Records Two New Cases of COVID-19 in Eastern Health Region -,"Newfoundland, Canada",+,49.12120935,-56.696296212741
6503,AlanMiLLRrr,"(-) @FoxNews “Beginning Monday”... because today @realDonaldTrump is fucking golfing AGAIN 🤦‍♂️ Lazy asshole. Record number of COVID-19 cases, no stimulus, no healthcare plan, no infrastructure plan... and #DumbassDonny is golfing on the American People’s dime.",United States,-,39.7837304,-100.4458825
6504,rasjbaraka,"(+) As Newarkers, we have faith that a Biden-Harris administration will set our nation on a new path of equity, collaboration, empowerment, education and safety. COVID-19 has taught us that the new normal will be very different from the normal to which we have become accustomed.(3/7)","Newark, NJ",+,40.735657,-74.1723667
6506,PublicSourcePA,"(-) Then there's that other count: 288 new COVID-19 cases in Allegheny County and 1 new death. Statewide, 4,035 infections and 40 newly reported fatalities. Not good.","Pittsburgh, PA",-,40.4416941,-79.9900861
6508,xxoniquee,(-) Now if Joe doesn’t do anything about COVID-19 what we doing?????? Cause uhhh I’m tired,"Houston, TX",-,29.7589382,-95.3676974
6509,Pankaj_Pahuja1,() @p_sahibsingh @narendramodi I tried to help Nation/people during Covid-19 Lockdown.,"New Delhi, India",,28.6141793,77.2022662
6510,_YO_ADRIAN,() COVID-19 comin back to the snatch the headlines next week,MA,,41.894802,12.4853384
6511,ribbonrobins,"(+) Trump got the full 2020 experience, Covid-19 AND unemployment #Election2020 #byedon #bidenharis2020 #TrumpVirus","Colorado, USA",+,38.7251776,-105.6077167
6512,WorldTruthTV,(-) President of Burundi Found Dead After Called Covid-19 A Hoax and Expelled The WHO via @WorldTruthTV,N.Y.C,-,35.6729639,-79.0392919
6513,NoobTheNotable,() @Mabigbelio @JoeBiden Maybe caus ebiden supportes actually believe in covid-19,"Chesterfield, MI",,38.6560565,-90.5742029
6515,flabassini,"(+) @ABC A great personal day! 💪 So, let's continue the fight! The corrupt and fraudulent system continues. 👊💥 Have you ever thought that the person responsible for the new record of 100,000 new cases of covid-19 is J. Biden? Is your greed for the presidency already worth that price?",São Paulo - Brazil ,+,-23.5506507,-46.6333824
6516,WhoWhatWhyCast,"(+) @PobudaTanya Cities are cheering, so the relief is palpable. Don't return too quick though. We still need to let science and rational thinking handle this COVID-19 travesty.",Close to New York City,+,40.7513892,-73.9684631112916
6517,rickki_benton,"() I wonder what the protocols for inauguration will be, considering COVID-19",Quarantine,,33.2296111,-79.2042149
6518,MarcusNannini,"(-) White House officials were aware of chief of staff Mark Meadows' COVID-19 diagnosis earlier this week, despite him being seen without a mask. He knew he had COVID and ELECTED to infect others. Criminal.","Phoenix, AZ",-,33.4485866,-112.0773456
6519,sydney_wang20,(-) only thing worse than COVID-19 is Biden-20,"Belton, TX",-,31.0560132,-97.464453
6520,kstreet111,"(-) At least 5 people in Trump's orbit, including his chief of staff, have recently tested positive for Covid-19",Northern Virginia,-,-12.5729306,131.022375
6521,DavidGilbertVO,(+) Fitting how Trump's presidency ends with him on the golf course given he's golfed more in 4 years than any other president in history - at the same time COVID-19 cases are at their highest level ever!!,"Markham, Ontario",+,43.854336,-79.326782
6522,Erik1Hovakimyan,"(+) The picture should become clear on who has been actively preparing for war and who would want to start it. It’s also important to note that in June 2020, the UN called for a global ceasefire as a response to the COVID-19 global pandemic. Armenia signed on. Azerbaijan did not. 5/6",Armenia,+,40.7696272,44.6736646
6523,FreedoniaGroup,"(+) During the first part of 2019-2024, the global agricultural machinery market will register significant losses because of the COVID-19 pandemic, which disrupted agricultural supply chains. #mrx #marketresearch #ag #agriculture #farming #machinery #equipment",USA,+,39.7837304,-100.4458825
6524,gbraud,() COVID-19 isn’t going away anytime soon. Please prepare for what comes next. Please step up the frequency of your Vulnerability Assessments. #crisispr #PR #publicrelations #crisiscomms #schoolPR,New Orleans,,29.9499323,-90.0701156
6525,nkk,"(+) I live in a constant state of stress because cortisol was my doc in childhood. I’m not relieved just because one guy was elected. COVID-19 is still raging, mostly unchecked. Children are still locked up, police still do whatever they want, we don’t have universal healthcare...",Santa Cruz,+,-17.3232759817687,-63.1493588324171
6526,Villages_News,(+) 6 more local COVID-19 deaths as cases continue to rise in and around The Villages. Read our story: #TheVillages #TheVillagesNews,"The Villages, FL",+,28.9468504,-81.9533443
6527,ssgcowern,"(+) @RT_com Joe cured COVID-19 by winning, that’s a medical miracle","Texas, USA",+,31.8160381,-99.5120986
6528,fabchick_49,() Our next fight now is to fight this Coronavirus and the people that drop the covid-19 bomb on us. Let's continue to unite and stand together and fight for our rights and freedom,United States,,39.7837304,-100.4458825
6529,Jusdafacts1,(-) @EddieZipperer And let's not forget this: CDC says people sick with COVID-19 can break quarantine to vote in-person,"43.651890,-79.381710",-,43.651774,-79.381815
6530,loveyouyea,(-) @Neby_Nebs sorry reading those tweets made my head hurt she said trump is tryna solve problems when he called COVID-19 fake news????,t ♡,-,50.7333163,11.0747905
6531,RanyhynRider,(+) @ASlavitt @thomaskaine5 @ossoff @ReverendWarnock Perhaps the SCOTUS arguments next week will give us more ammunition to advance the ACA and healthcare. The synergy between Covid-19 and Healthcare has great potential to gain consensus.,Oregon and The Land,+,39.4973931,-76.6863029
6532,Ariel_Bartunek,() @CLee30692993 @realDonaldTrump You don't have to. There was no deceit. President-elect Biden won because he cares. He doesn't claim Covid-19 isn't a problem. He's a respected leader who will help pur nation.,"Carnegie, PA,Pittsburgh,PA",,40.4480985,-79.8982449
6533,NewTechTwin,(-) cc @mikequindazzi @antgrasso @fisher85m COVID-19 will have longterm effects on mental health. This expert explains how to limit the damage #WorldMentalHealthDay rt @wef,United States,-,39.7837304,-100.4458825
6534,a_waiting100,"() @WCD_Productions @tree_hugger04 @Mike_Pence @realDonaldTrump Never claimed any of what I said was truth, I don’t know this person I only know what they said. It’s you claims they are lying as truth. Take a step back and ask yourself if you are acting like a Trump supporter questioning the family of a COVID-19 patient.","Lexington, KY",,38.0464066,-84.4970393
6535,Jeffrey03137047,(+) Since joe biden watch how fast covid-19 disappear,Harker heights,+,31.0835102,-97.6597377
6536,cocoxlii,"(-) The worst U.S. President in modern-day history has been defeated. Now we finally have a chance of defeating COVID-19 &amp; be on the right path to restoring faith in our democracy. Obviously not all of our problems will be resolved, but at least we'll start trying again. Thank God!",she/her,-,35.1172406,-89.9132695
6537,andyschor,"() I’d like to congratulate President-Elect Joe Biden and Vice-President-Elect Kamala Harris on their historic victory! As we look to the future, it’s time for our country to unify to beat the COVID-19 pandemic and move forward in an equitable way for all.","Lansing, MI",,42.7337712,-84.5553805
6538,stephnevins,() Can’t wait for a science-first COVID-19 response. The country and the people need it.,"San Francisco, CA",,46.8443248,-71.2743272
6539,flabassini,"(+) @nytimes A great personal day! 💪 So, let's continue the fight! The corrupt and fraudulent system continues. 👊💥 Have you ever thought that the person responsible for the new record of 100,000 new cases of covid-19 is J. Biden? Is your greed for the presidency already worth that price?",São Paulo - Brazil ,+,-23.5506507,-46.6333824
6540,Reagantrose,() I see people celebrating. What’s up? Is COVID-19 over?,"Los Angeles, CA",,34.054935,-118.244476
6541,IrPsych,(+) Coronavirus: Five deaths and 335 new cases of Covid-19 confirmed in Ireland (via @thejournal_ie),"Dublin, Ireland",+,53.3497645,-6.2602732
6542,mohgovjo,() Daily Reports COVID-19 in Jordan #jordan #jordan_corona #jordan_coronavirus #MOHJO,المملكة الأردنية الهاشمية,,31.1667049,36.941628
6543,melonie,"() As you enter celebration phase, remember Covid-19 is not done with America. #Election2020",United States,,39.7837304,-100.4458825
6544,greenteafilms,"(+) Through the lens of Covid-19 G’day from Down Under! My name’s Matty Barker (@hawkmothrecords) I live in #Melbourne, #Australia, a city that, due to #COVID-19, has just completed one of the strictest and longest hard lockdowns in the world. But…there’s a happy ending!",LA | MIA,+,25.7949789,-80.2867234109541
6545,stpmedmicro,"() Large-scale COVID-19 screening is being offered in Liverpool. Fifteen minutes from arriving at the testing site to leaving after doing my self-taken swab for the lateral flow test. Simple and well-organised, and my result came through 35 minutes after I left.","Liverpool, England",,53.4054719,-2.9805392
6546,flabassini,"(+) @nowthisnews A great personal day! 💪 So, let's continue the fight! The corrupt and fraudulent system continues. 👊💥 Have you ever thought that the person responsible for the new record of 100,000 new cases of covid-19 is J. Biden? Is your greed for the presidency already worth that price?",São Paulo - Brazil ,+,-23.5506507,-46.6333824
6548,TashTinl,(+) @WhiteHouse my company offers Covid-19 cleaning so let us know if you need us to come in and do a deep clean.,In my skin,+,14.5700795,121.1317231
6549,TyrelSingh7,(+) @Dus_Tee_ She could barely handle Covid-19 nevermind run the country for 4 years minimum 😞,"Johannesburg, South Africa",+,-26.205,28.049722
6551,ecobearwitness,(-) October was Wisconsin's worst month for COVID-19 yet — and its surge is one of the biggest ever in the U.S.: USA Today MORE w/ EcoSearch:,"New York, USA",-,40.7306458,-73.9866136
6552,flabassini,"(+) @CNNPolitics A great personal day! 💪 So, let's continue the fight! The corrupt and fraudulent system continues. 👊💥 Have you ever thought that the person responsible for the new record of 100,000 new cases of covid-19 is J. Biden? Is your greed for the presidency already worth that price?",São Paulo - Brazil ,+,-23.5506507,-46.6333824
6553,EricSturrock,(+) So many people close together. 🙈 Have to be smarter. I know it's awesome Trump is adios 1/20. But need to be smart with COVID-19,"Port Ewen, NY",+,41.9053703,-73.976249
6555,HoppyBrandon,(+) This doesn’t feel as good as when trump first got COVID-19 and was hospitalized.,"Chicago, IL",+,41.8755546,-87.6244212
6556,TheClownDrunk,(+) U.S. breaks COVID-19 record for third straight day #SmartNews,"norristown, pa",+,40.121497,-75.3399048
6557,BhartiaJagruk,"(+) covid-19: Delhi overtakes Kerala, Maharashtra as highest contributor of new Covid-19 cases in 24 hours, Health News, ET HealthWorld",India,+,22.3511148,78.6677428
6558,Trendz_Tweet,"() Oyo State COVID-19 Task Force has directed the management of schools, workplaces &amp; religious centres to ensure strict compliance with COVID-19 protocols to curtail the spread of the disease. This came after the discovery of a COVID-19 case in a tertiary institution in the state.",Abuja.,,9.0643305,7.4892974
6559,tariq_06,"(+) So now that Trump will be leaving, what happens to the discussion on the COVID-19 website which Trump showed in WH; I am sure @reckless will have some special input in upcoming #Vergecast",Hyderabad,+,17.3886068,78.4608095675926
6560,flabassini,"(+) @WSJ A great personal day! 💪 So, let's continue the fight! The corrupt and fraudulent system continues. 👊💥 Have you ever thought that the person responsible for the new record of 100,000 new cases of covid-19 is J. Biden? Is your greed for the presidency already worth that price?",São Paulo - Brazil ,+,-23.5506507,-46.6333824
6561,RudeByNature_,"(-) COVID-19 : he literally chose to ignore it from the jump , when he couldn’t ignore it .. he sent us money and then asked us to ignore! now we are having a rise in almost all states! he’s disgusting man.",in your head. ,-,-32.3046638,116.0779642
6563,AFashionIcon,"(+) If during the Covid-19 pandemic the unemployment rates went up, what you think the suicide rates did? Literally peoples lives have changed some people can’t adjust to that. I’m pretty sure depression went up.","Atlanta, GA",+,33.7490987,-84.3901849
6564,RhyesaJ,() I guess the angels Paula White was summoning from Africa to help either did not get their Covid-19 test or were in quarantine.,Saint Lucia,,13.8250489,-60.975036
6565,Tgivens9,"(-) @kukblue1 @KOCODillon Each of us can look at a part of our country and find a group of people who validate our beliefs BUT, that isn’t EVERYONE. My family will be separated this Thanksgiving &amp; Christmas. COVID-19 isn’t over for us. There are other families who can’t afford to get sick as well.","Oklahoma, USA",-,34.9550817,-97.2684063
6566,NFLonSP,(+) Steelers have their first positive COVID-19 test,United States,+,39.7837304,-100.4458825
6567,flabassini,"(+) @MSNBC A great personal day! 💪 So, let's continue the fight! The corrupt and fraudulent system continues. 👊💥 Have you ever thought that the person responsible for the new record of 100,000 new cases of covid-19 is J. Biden? Is your greed for the presidency already worth that price?",São Paulo - Brazil ,+,-23.5506507,-46.6333824
6568,RealtorJairo,(+) White House chief of staff Mark Meadows tests positive for COVID-19,"Houston,TX",+,29.7589382,-95.3676974
6572,jofloga,() From the COVID-19 gang!,"Vermillion, SD",,42.7795273,-96.929101
6573,kristenandroxi,(+) ✅ The stock market soar There will be no tax increases Affordable healthcare that will actually cover you COVID-19 will be eliminated Everyone will now join &amp; work together for a better 🇺🇸,CT,+,41.8523094,1.5745043
6574,RudawEnglish,"() KRG, WHO launch COVID-19 awareness and prevention campaign",Iraq,,33.0955793,44.1749775
6575,MarcusNannini,"() One of the Trump legacies...another 100,000+to die before Jan 20. While the US is focused on the election, the Covid-19 pandemic keeps growing","Phoenix, AZ",,33.4485866,-112.0773456
6576,TEKMALEBO,() @realDonaldTrump You lost by a lot! That's COVID-19 after affects.,South Africa,,-28.8166236,24.991639
6577,thetruthave,(-) @washingtonpost So not dismiss 70 million plus who voted for Trump send you congratulations to President XI of China for unleash Covid-19 on the world. Disgusting part is you would welcome this virus just to defeat Trump.,"Mahopac, NY",-,41.372316,-73.733465
6578,MelRTW,() Watch as the Republican Party distance themselves from Trump and start blaming Biden for the fumbling of the Covid-19 response. It’s the Republican way!,"Scotland, United Kingdom",,56.7861112,-4.1140518
6579,OGmperez,"(+) Trump is playing golf right now, yesterday we had 132,000 new cases of Covid-19","St Petersburg, FL",+,27.7703796,-82.6695085
6580,LenayTatiana,"(-) At least 5 people in Trump's orbit, including his chief of staff, have recently tested positive for Covid-19",United States,-,39.7837304,-100.4458825
6581,TheClownDrunk,"(+) New US Covid-19 deaths have topped 1,000 for four straight days as infections soar #SmartNews","norristown, pa",+,40.121497,-75.3399048
6582,BIAFRABLINKNEW1,(-) @JoeBiden the little kid has promised Americans that the only way to end covid-19 is to vote out Trump. Let's see how he will end the spread of covid-19. We're watching @JoeBiden the miraculous worker.,Italy,-,42.6384261,12.674297
6584,mlnangalama,"(+) New Times (Rwanda) Expo 2020: Organisers target festive shoppers: Despite the economic effects of Covid-19 on the incomes of people, organisers of the 2020 Rwanda International Trade Fair (Expo2020) are hoping to have good turn up in… via @PerilOfAfrica","Moncton, Canada",+,46.097995,-64.80011
6585,ThomasConnors,"(+) Dogs can detect COVID-19 quicker and more accurately than nasal swabs, study finds",Boston,+,42.3602534,-71.0582912
6586,David_K_Ahrens,(-) I wish COVID-19 wasn't an issue right now bevmcause I want to go join those big public celebrations so bad! I'm so overjoyed!!!! #PresidentElectJoe,"Yorktown, VA",-,37.2378875,-76.5080633
6587,draggy69,(+) ☣ Denmark orders 17 million Mink to be culled. New strain of COVID-19 found that prohibits the body from forming Antibodies. Also displays the ease upon which this Virus is jumping in and out of Species back to Humans. ☣,"Erie, PA",+,42.1290657,-80.0852421
6588,TheClownDrunk,"() US Covid-19 cases are going to “explode” in the coming weeks, former FDA commissioner says #SmartNews","norristown, pa",,40.121497,-75.3399048
6589,johnflat,(+) @KatyTurNBC Is the Covid-19 crisis over? This looks to be a super spreader event. How irresponsible,"Mahwah, NJ",+,41.0887072,-74.1437552
6590,iTWEET_FromMarz,"(+) Let’s get order back restored. RT @statnews: BREAKING: Biden's top health advisers say he’s already preparing an unprecedented, mid-pandemic transition of power that aims to reboot the federal government’s Covid-19 response.",Ville.,+,44.7845413,6.5445791
6591,BloodAid,"() #Delhi #Urgent Need A+ #blood Covid-19 Convalescent plasma @ Mata Chanan Devi Hospital, Janakpuri. Call 8860843448 #BloodAid via @Rohitbahri3 @SuckerGravity cc @TajinderBagga @upma23 @crowngaurav @ArvindGaur #BloodMatters",India,,22.3511148,78.6677428
6592,hwatt,() @smc429 Covid-19 loves Brazil.,Germany,,51.0834196,10.4234469
6593,lainiebel,"(+) @NBCPhiladelphia Well with a Biden win, watch how quickly COVID-19 disappears because China will be sure to send an antidote so their puppet Biden looks good to the public! Total corruption! Say what you want now, socialism will soon take away that freedom!","Pennsylvania, USA",+,40.9699889,-77.7278831
6594,UbelieveInGhost,(-) I can't wait until that Wednesday morning. Donald's toupee will probably be flapping wildly in the wind as he walks down the White House steps...with a grimace of pain on his face from barely recovering from Covid-19 a second time.,"Atlanta, GA",-,33.7490987,-84.3901849
6595,Florida_Girl_9,(-) @Mike_Pence @realDonaldTrump You’ll go down in history as a man who failed America as the leader of the Covid-19 task force. Sad!,"Tampa, FL",-,27.9477595,-82.458444
6596,project_topics,(-) LAGOS confirms COVID-19 infection in secondary school,"New York, USA",-,40.7306458,-73.9866136
6597,SAPureOriginal,"(+) COVID-19 Update: Global Ternary Lithium Battery Market is Expected to Grow at a Healthy CAGR with Top players: Panasonic, BYD, BAIC, GAC, DNK, etc. | InForGrowth - PRnews Leader",Nairobi | Kenya,+,-1.2832533,36.8172449
6598,Hummingbrrrd77,() BREAKING: The cure for Covid-19 has just been discovered! 🙌🤣 #PresidentBiden #MAGATears,"Oregon, USA",,43.9792797,-120.737257
6601,ajpspencer,"(+) Dear America, Happy for the end of your brutal election cycle! As you gather to celebrate or commiserate,please remember the Covid-19 pandemic is real. Wear your mask, social distance wherever possible and sanitize often. Best, Anthony in TnT 🇹🇹",Trinidad and Tobago,+,10.8677845,-60.9821067
6602,UltimateChoices,(-) He will start doing something about COVID-19 by locking America and the world down for the second/third time. You all will be locked in concentration camps until you forcefully accept their evil vaccination.,"Abuja, Nigeria",-,9.0643305,7.4892974
6603,Northcountryboy,(-) Here comes the crazy evangelical right ! Doug Ford Wants This Bible College to Grant Science Degrees. It Supports a TV Channel That Pushes COVID-19 Conspiracies.(),Central Ontario Highlands 🇨🇦,-,45.3172613,-77.380101
6604,lainiebel,"(+) @thehill Well with a Biden win, watch how quickly COVID-19 disappears because China will be sure to send an antidote so their puppet Biden looks good to the public! Total corruption! Say what you want now, socialism will soon take away that freedom!","Pennsylvania, USA",+,40.9699889,-77.7278831
6605,mizgooglehead,(-) Look at this lazy MF. While thousands lie dead of covid-19 he golfs as his world burns #ByeByeTrump #PresidentElectJoeBiden,"California, USA",-,36.7014631,-118.7559974
6606,ScottCountyMN,"() COVID-19 UPDATE from Scott County and MDH, November 7 via @Nextdoor","Shakopee, Minnesota",,44.7980186,-93.5268986
6607,flabassini,"(+) @TheEconomist A great personal day! 💪 So, let's continue the fight! The corrupt and fraudulent system continues. 👊💥 Have you ever thought that the person responsible for the new record of 100,000 new cases of covid-19 is J. Biden? Is your greed for the presidency already worth that price?",São Paulo - Brazil ,+,-23.5506507,-46.6333824
6608,14News,"(+) Green River District reports 2 new COVID-19 related deaths, 109 new cases. &gt;&gt;&gt;","Evansville, Indiana",+,37.9747645,-87.5558483
6609,sprizee,(+) Can you imagine the amount of people celebrating if COVID-19 wasn’t a factor? The scale is almost unimaginable. Wall to wall joy.,Seattle,+,47.6038321,-122.3300624
6610,JaneDoes,() @GotDeportedYolo Now you know you need to stay your ass home.. covid-19 bout to turn up too.,"Georgia, USA",,32.3293809,-83.1137366
6611,AllForMyAri,(-) I tested negative for covid-19 thanks God 🥺,pov,-,49.028787,21.3089983
6612,Waynesmyworld,() @RainZ___ @KamalaHarris @JoeBiden BYE BYE hope you look covid-19,Planet Earth,,14.3601126,100.5772104
6613,lainiebel,"(+) @SethBang Well with a Biden win, watch how quickly COVID-19 disappears because China will be sure to send an antidote so their puppet Biden looks good to the public! Total corruption! Say what you want now, socialism will soon take away that freedom!","Pennsylvania, USA",+,40.9699889,-77.7278831
6614,BritishRedCross,(+) Here's a lovely thread story to brighten up your Saturday. Paul contracted Covid-19 earlier this year and spent a long and lonely three weeks in hospital until Red Cross volunteers came in to provide practical and emotional support.↓ #SaturdayMotivation,UK,+,54.7023545,-3.2765753
6615,flabassini,"(+) @latimes A great personal day! 💪 So, let's continue the fight! The corrupt and fraudulent system continues. 👊💥 Have you ever thought that the person responsible for the new record of 100,000 new cases of covid-19 is J. Biden? Is your greed for the presidency already worth that price?",São Paulo - Brazil ,+,-23.5506507,-46.6333824
6616,JohnnyBurrough3,() @WhiteCrkLumber Part of the Covid-19 scam. Cashless society coming up.,"Winnipeg, Manitoba",,49.884017,-97.168579
6617,JacquelineBPay1,() @KimRuxton @cannabananaRN Thank you. Voted for my mom RN for 30 years. Passed from Covid-19,United States,,39.7837304,-100.4458825
6619,Andraceurface17,(-) Thank fucking God the Trump nightmare is over. I don't even want to imagine how much higher the national debt or how much worse Covid-19 would get with another 4 more years of Trump,United States,-,39.7837304,-100.4458825
6620,myidaca,() I have been dancing in front of the TV all morning.@BLMBoise @maddow @GovernorLittle @ProjectLincoln @drpatesblog Maybe something can get done about COVID-19 now Without someone standing in the way.,"United States,Boise, Idaho",,43.4799608,-116.223351164001
6622,dlavine,(-) Biden’s victory comes too late to stop a Covid-19 surge this fall and winter.,Austin TX,-,30.2711286,-97.7436995
6624,angel_viluna87,() An update on COVID-19 financial assistance,"Distrito Federal, México",,16.5904056,-93.027994
6626,BrighamWomens,"() Brigham cardiologist Peter Libby, MD, shares insight on how COVID-19 sabotages the body's blood vessels in this @NPR piece.","Boston, MA",,42.3602534,-71.0582912
6627,BulleKoster,"(+) #bidenharis2020 @JoeBiden @KamalaHarris #JOEBIDEN2020 my gift to Biden and the USA: a way out of the COVID-19 crisis: tens of millions can go to work, families and leisure safe and secure after being positive tested for COVID-19 IgM and IgG antibodies","Twenterand, Nederland",+,52.439304,6.63542757504466
6628,RFC_SantaCruz,"(+) 4) COVID-19 protocols will remain our highest priority to keep clients and staff safe. Keep an eye out for more updates, including our opening day, in the coming weeks!","Santa Cruz, CA",+,40.2139237,-8.4335089
6629,PushpaChatur5,(+) 80% of Covid-19 patients have vitamin D deficiency: Study - more lifestyle - Hindustan Times,"Bengaluru, India",+,12.9791198,77.5912997
6630,flabassini,"(+) @bopinion A great personal day! 💪 So, let's continue the fight! The corrupt and fraudulent system continues. 👊💥 Have you ever thought that the person responsible for the new record of 100,000 new cases of covid-19 is J. Biden? Is your greed for the presidency already worth that price?",São Paulo - Brazil ,+,-23.5506507,-46.6333824
6631,MyShieldsong,() @YourAlberta The Covid-19 Genocide of 2020 – Claire Edwards (720p),Canada,,61.0666922,-107.9917071
6632,lainiebel,"(+) @NBCPhiladelphia Well with a Biden win, watch how quickly COVID-19 disappears because China will be sure to send an antidote so their puppet Biden looks good to the public! Total corruption! Say what you want now, socialism will soon take away that freedom!","Pennsylvania, USA",+,40.9699889,-77.7278831
6633,InformanteNews,"(+) JOE Biden defeated President Donald Trump to become the 46th president of the United States of America on Saturday, positioning himself to lead a nation gripped by the COVID-19 pandemic and a confluence of economic and social turmoil.","Windhoek, Namibia",+,-22.5530386,17.0543787928491
6634,flabassini,"(+) @business A great personal day! 💪 So, let's continue the fight! The corrupt and fraudulent system continues. 👊💥 Have you ever thought that the person responsible for the new record of 100,000 new cases of covid-19 is J. Biden? Is your greed for the presidency already worth that price?",São Paulo - Brazil ,+,-23.5506507,-46.6333824
6635,LondonTitan,"(-) @highpockets84 @thebaglelady @asportsjunky You continue to be very wrong on this issue. There are countries around the world where community transmission of COVID-19 has been eliminated. Not by wishing it will go away, not by ignoring it, not by playing golf, but by taking it seriously and respecting the science.","London, UK",-,51.5073219,-0.1276474
6636,JeremiahOyetoro,() Rio’s Samba Scene Struggles To Find A Tune After COVID-19 Batters Brazil,Nigeria ,,9.6000359,7.9999721
6637,naijamediamp3,() Rio’s Samba Scene Struggles To Find A Tune After COVID-19 Batters Brazil,"Lagos, Nigeria",,6.4550575,3.3941795
6638,RajanPrasadKus2,() Anupam Kher to release a book on his COVID-19 experiences and learnings: Bollywood News – Bollywood Hungama,PATNA,,25.6093239,85.1235252
6639,RioLongacre,"(-) @petebraverman He lost and is a loser. He spent four years warring with half the country, mismanaged our COVID-19 response that resulted in &gt;200k deaths, and did nothing to expand his base. Good riddance.","Denver, CO",-,39.7391536,-104.9847034
6641,MATTxLAW,"(+) @RedLozB He'll walk away soon. He's renowned for being extremely lazy. He loves the adulation of winning an election, but doesn't want the hard work afterwards. With Covid-19 and Brexit looming, he'll run away in the near future.","Putney, London",+,51.4625524,-0.2167462
6642,fmc_sea,() Guarantee all healthcare costs for everyone in the country related to COVID-19 are covered. Especially the millions out of work with no health insurance because of it. Not just testing/treatment but long-term care for chronic conditions coming from it.,Seattle,,47.6038321,-122.3300624
6643,lainiebel,"(+) @NBCPhiladelphia Well with a Biden win, watch how quickly COVID-19 disappears because China will be sure to send an antidote so their puppet Biden looks good to the public! Total corruption! Say what you want now, socialism will soon take away that freedom!","Pennsylvania, USA",+,40.9699889,-77.7278831
6645,IndigoBlueSkys,"(+) He is a virus Rep. Matt Gaetz, a top Trump ally, has COVID-19 antibodies - Business Insider",NOLA,+,40.9220129,14.532936
6646,muratunal,() Scent dog identification of samples from COVID-19 patients – a pilot study | BMC Infectious Diseases,"İstanbul, Türkiye",,41.0096334,28.9651646
6647,ecivecivokkeee,(-) Fuck covid-19 yes workout✅,"İstanbul, Türkiye",-,41.0096334,28.9651646
6648,CfordDag,(+) @Soohem Now Americans can get back to being the good neighbors we had before. Just get a handle on covid-19 witch Trump and his republican puppets refused to do.,campbellford on Canada,+,44.3085912,-77.798084
6649,EugeneTkach1,"(+) @antonioguterres Honestly talking midle class of so called ""civilized"" nation is a hugest world troublemaker. Their are doing little towards progress overall but consuming a lots of World GDP. To much freedom, to much rights they abusing. Hopefully COVID-19 will slow &amp; put them down significantly","Toronto, Ontario",+,43.653963,-79.387207
6650,cgtnafrica,"(+) Kenya’s death toll from the Covid-19 pandemic rose to 1,093 on Friday after the Ministry of Health reported 21 more fatalities. It was the second straight day the ministry reported 21 fatalities, the highest single-day number of deaths since March",Africa,+,2.0000003,15.9999997
6651,GasamageraCroix,"(+) BREAKING: Biden's top health advisers say he’s already preparing an unprecedented, mid-pandemic transition of power that aims to reboot the federal government’s Covid-19 response.",Rwanda,+,-1.9646631,30.0644358
6652,ianbodgerbrown,"(-) As COVID-19 surges, conservatives are paying a deadly price for listening to Trump and Fox News. Don't say you weren't warned.","Manchester, UK",-,53.4791301,-2.2441009
6653,flabassini,"(+) @usatodayopinion @USATODAY @JoeBiden A great personal day! 💪 So, let's continue the fight! The corrupt and fraudulent system continues. 👊💥 Have you ever thought that the person responsible for the new record of 100,000 new cases of covid-19 is J. Biden? Is your greed for the presidency already worth that price?",São Paulo - Brazil ,+,-23.5506507,-46.6333824
6654,lainiebel,"(+) @NBCPhiladelphia Well with a Biden win, watch how quickly COVID-19 disappears because China will be sure to send an antidote so their puppet Biden looks good to the public! Total corruption! Say what you want now, socialism will soon take away that freedom!","Pennsylvania, USA",+,40.9699889,-77.7278831
6655,biedexmarkets,"(+) Comic: Election Results, Covid-19 Surge To Drive Sentiment In The Week Ahead#economy#ahead #comic #covid19 #drive #election #results #sent...","London, England",+,51.5073219,-0.1276474
6656,DonegalLiveNews,(+) Donegal Covid-19 update - Only Dublin reports more new cases than Donegal,"County Donegal, Ireland",+,54.92075415,-7.95238521465131
6657,Limerick_Leader,(+) BREAKING: Significant day-on-day reduction in number of Covid-19 cases reported in Limerick,"Limerick, Ireland",+,52.661252,-8.6301239
6658,ScrollaAfrica,(+) South Africans will experience voting under the Covid-19 regulations for the first time during the 11 November by-elections. Read: Via @ScrollaAfrica #RealNewsForMobile #IEC #Elections #byelections #voting #IndependentElectoralCommission,Johannesburg,+,-26.205,28.049722
6659,flabassini,"(+) @Forbes A great personal day! 💪 So, let's continue the fight! The corrupt and fraudulent system continues. 👊💥 Have you ever thought that the person responsible for the new record of 100,000 new cases of covid-19 is J. Biden? Is your greed for the presidency already worth that price?",São Paulo - Brazil ,+,-23.5506507,-46.6333824
6660,Ginger8111,(+) Fox saying now that this election was all about COVID-19 🙄🙄🙄🤨🤨🤨 that’s what ppl voted for They also said “How do you think China feels right now?” 🤨🤨🤨🤨🤨,"Phoenix, AZ",+,33.4485866,-112.0773456
